TABLE S2: P. falciparum functional gene groups																																																
Bozdech & Llinas et al.																																																

This table contains all of the ORFs, the corresponding oligonucleotides, and the expression data																																																
for the P. falciparum functional groups including transcription machinery, cytoplasmic translation																																																
machinery, the glycolytic pathway, ribonucleotied synthesis, deoxyribonucleotide synthesis, DNA																																																
replication machinery, the TCA cycle, the proteaseome, the plastid genome, merozoite invasion,																																																
actin myosin motility, early ring transcripts, mitochondrial genes and the organellar translational group.																																																

Transcription machinery																																																
oligo_ID	ORF_ID	Manual annotation	TP 1	TP 2	TP 3	TP 4	TP 5	TP 6	TP 7	TP 8	TP 9	TP 10	TP 11	TP 12	TP 13	TP 14	TP 15	TP 16	TP 17	TP 18	TP 19	TP 20	TP 21	TP 22	TP 24	TP 25	TP 26	TP 27	TP 28	TP 30	TP 31	TP 32	TP 33	TP 34	TP 35	TP 36	TP 37	TP 38	TP 39	TP 40	TP 41	TP 42	TP 43	TP 44	TP 45	TP 46	TP 47	TP 48
ks624_1	PF11_0314	26S protease subunit regulatory subunit 6a, putative	0.999	0.776431076	0.824995463	0.85388379	0.912105252	1.028608318	0.838	0.783899357	1.4029598	1.018920945	0.976	0.911216512	0.888503634	0.861	0.995018273	0.725403132	0.77051613	0.89	1.082383667	0.956	0.949369484	0.870801535	1.188144748	1.063601034	0.902466539	1.251	1.044267926	1.168089962	1.12	1.481997532	1.98189461	1.472305399	1.58510573	1.732385275	1.411116792	1.434729559	1.262471831	1.025679775	0.7870261	0.865471511	0.734465788	0.666423735	0.711875325	0.487092089	0.640748037	0.645541109
m10432_1	PF13_0033	26S proteasome regulatory subunit, putative	0.453	0.444007003	0.467832804	0.469319813	0.429870674	0.499718466	0.414	0.537598647	0.517975908	0.690584853	0.573	0.613070617	0.804494457	0.553	0.713854024	0.586396712	0.777092351	0.733	0.704042885	0.919	0.788664096	0.825905235	1.24047	1.114781843	1.359847493	1.419	1.607590186	1.53743236	1.706	1.74529651	1.453827105	1.365378193	1.50912069	1.653738354	1.862831192	1.414586511	1.089781419	0.951563081	0.709688319	0.77423205	0.645844282	0.662472657	0.553425644	0.524913347	0.635712679	0.538708592
m21665_2	PF13_0063	26S proteasome regulatory subunit 7, putative	0.803	0.814787693	0.843440495	0.838703603	0.722134046	0.730552865	0.607	0.697457266	0.757442176	0.863231044	0.667	0.811834585	0.928372382	0.652	0.642300277	0.705545052	0.692697312	0.799	0.899793105	0.818	0.886202078	0.90073242	1.038386181	1.034811824	1.163124525	1.226	1.174905383	1.406548883	1.56	1.411282943	1.996901889	1.506851158	1.638006659	1.814264152	1.905056776	1.556503044	1.385448419	1.222925915	0.825695058	0.972352055	0.772099521	0.83368824	0.776173735	0.653276422	0.903844959	0.718278145
m29414_1	PF13_0156	proteasome subunit beta type 7 precursor, putative	0.944	0.772944155	0.788105398	0.798223181	0.651503772	0.771139143	0.693	0.787451795	0.868065143	0.9634275	0.882	0.727940714	0.820157149	0.797	0.696176061	0.62377659	0.665296273	0.667	0.761616479	0.984	0.833252915	0.972753564	1.187242546	1.054004567	1.06148427	1.459	1.114995268	1.242496365	1.46	1.444383328	1.837449919	1.418019289	1.810175323	2.249515216	2.513889224	2.483079982	1.806708496	2.406402617	1.351137307	1.530216286	1.003972238	0.994367459	0.957587114	0.846967187	0.99070472	0.87852687
m33419_1	MAL13P1.343	proteasome regulatory subunit, putative	0.716	0.548615987	0.685819396	0.522450353	0.606446467	0.648112003	0.554	0.580227631	0.965673653	0.903309663	0.766	0.943483433	1.117748977	0.886	0.933566154	0.928656214	1.091655831	1.028	1.262506773	0.992	1.112861691	1.250549592	1.152058275	1.26912391	1.177878753	1.281	1.303878788	1.302559241	1.146	1.636967897	2.058806772	1.609665783	1.650510538	1.769015225	2.002273566	1.453041341	1.283404049	1.126095968	0.802948592	0.943676774	0.729609806	0.730958874	0.690059799	0.347268001	0.527452703	0.501203573
m38472_2	MAL13P1.270	proteasome subunit, putative	0.601	0.672984434	0.586048591	0.909544324	0.840257157	0.995632018	0.773	1.251633915	1.677565228	1.428955647	1.111	1.279058921	1.352689783	0.937	1.040475875	0.962531705	1.006164701	0.951	0.910485355	1.337	1.151876929	1.105571918	1.223328912	1.245932575	1.497553551	1.56	1.277251982	1.336624892	1.296	1.194625448	1.407867497	0.91546145	1.063790565	0.80693816	0.810140088	0.700426337	0.600491788	0.424377992	0.381002544	0.445769992	0.393333733	0.439892351	0.513239138	0.584510479	0.58158271	0.63417596
m54626_1	MAL13P1.190	proteasome regulatory component, putative	0.549	0.526531877	0.425073894	0.565460807	0.378724591	0.470547081	0.415	0.550624174	0.678053923	0.763034587	0.69	0.776986348	1.02377257	0.674	0.976498412	0.766287397	0.922865688	0.949	0.798628093	1.031	1.069201904	0.946564047	1.276556366	1.143570958	1.26640402	1.467	1.471960178	1.586737723	1.694	1.727241771	1.708950391	1.862178438	1.551441502	1.450118437	1.473964034	1.090467676	0.828129234	0.924068165	0.564111207	0.608697617	0.501379094	0.509695634	0.669392443	0.671614043	0.642006858	0.625083814
m54626_3	MAL13P1.190	proteasome regulatory component, putative	0.511	0.505610073	0.391537476	0.557870751	0.49441217	0.429960802	0.342	0.415632451	0.596062732	0.514855643	0.518	0.473677743	0.825852696	0.449	0.627147709	0.503460144	0.457048675	0.573	0.710622738	0.813	0.702273332	0.625742488	1.167395067	0.870073647	0.89263042	1.327	1.174073357	1.533846451	1.593	1.36012764	1.303754657	1.553734661	1.809213556	1.539538888	1.332557709	1.242455624	1.15388624	0.837997101	0.476537499	0.628248913	0.571790686	0.638765874	0.58672302	0.747256559	0.703689902	0.621674242
m56059_3	PF13_0282	proteasome subunit, putative	0.581	0.437033057	0.661505469	0.750152702	0.546776037	0.630355548	0.664	0.738902127	1.242881863	1.035877234	0.804	0.920251274	0.952578438	0.908	0.955453207	1.047804554	0.846142896	0.945	1.121862689	1.12	1.570825689	1.26832099	1.376696181	1.325102857	1.451651532	1.738	1.271427406	1.506056113	1.426	1.530143562	2.191058176	1.572652455	1.338875673	1.145227263	1.13026821	0.822199822	0.760099602	0.612060701	0.427632681	0.68299259	0.441893443	0.466233225	0.56720387	0.537520444	0.592912209	0.509159184
n135_24	PF14_0632	26S proteasome subunit, putative	0.559	0.710178744	0.596109531	0.905749334	0.660028083	0.494645172	0.578	0.738902127	0.74052335	0.770742	0.711	0.955099512	1.144802765	0.733	0.869588691	0.825861567	0.803397299	0.997	0.968058998	0.876	1.010679159	0.798780334	1.112363316	0.914057105	0.985254176	1.123	1.246464849	1.33214248	1.361	1.477483802	1.450075342	1.239533094	1.273470865	1.422107337	1.409152724	1.077649472	0.905316575	0.912113867	0.607329391	0.586539434	0.529300935	0.530768325	0.623464978	0.718604043	0.718795902	0.679636557
n137_50	PF14_0676	20S proteasome beta 4 subunit, putative	0.511	0.688094633	0.658990271	0.719792404	0.713609735	0.678551768	0.713	0.987571082	0.870668081	0.997340171	0.928	1.081585649	0.81161387	0.838	1.069097414	1.003415971	1.13001726	1.062	1.246057188	1.037	1.280069693	1.555470408	0.842617454	1.926477236	1.337716103	1.125	1.042603775	0.953835577	0.948	1.283394776	1.960321689	1.45009748	1.647625125	1.528765358	1.419954628	1.011726967	0.747017005	0.669441363	0.44582982	0.496603417	0.6069965	0.592669334	0.509794591	0.285378649	0.305897392	0.314814943
n147_25	PF14_0716	Proteosome subunit alpha type 1, putative	0.499	0.50677238	0.669889611	0.846293734	0.544340504	0.588500927	0.763	0.800477287	1.285829604	1.043584647	1.115	0.881531061	1.0337398	0.908	1.044685016	0.838710872	0.840662701	0.957	1.189306064	1.42	1.271709238	0.963400173	1.603138275	1.164363176	1.274600802	1.692	1.451990074	1.288215926	1.558	1.362384505	1.770855275	1.241178107	1.046477625	0.881275592	0.861203451	0.63084152	0.514146582	0.450677492	0.270682404	0.410577612	0.496523148	0.442526442	0.516683686	0.536374326	0.720054798	0.605763019
n155_11	PF14_0025	proteosome subunit, putative	0.608	0.635790123	0.657313423	0.790633125	0.634455078	0.853580005	0.607	0.819423463	0.857653546	0.960344572	0.908	0.767951662	0.941187343	0.762	1.013538033	0.814180368	1.121248922	1.053	1.238654915	1.376	1.262419917	1.104636535	1.091613634	1.457853063	1.459028597	1.291	1.035947074	1.226360043	1.019	1.563244126	1.34877638	1.263386123	1.453334232	1.304675657	1.191151502	0.994330709	0.784956631	0.701718012	0.45265376	0.530492354	0.522016999	0.579498917	0.702689819	0.510014047	0.416675047	0.467108091
opfblob0099	MAL8P1.128	proteasome subunit alpha type 6	0.581	0.542804383	0.549996975	0.631241503	0.502936517	0.522548253	0.479	0.571938666	0.83943329	0.87247992	0.746	0.779567664	0.919829103	0.715	0.847701637	0.934496814	0.994108286	0.993	1.025632543	1.262	1.595906944	1.300122587	1.667191725	1.406672255	1.417224968	1.52	1.646698171	1.627078581	1.781	1.815258959	1.873092121	1.395811371	1.327333675	1.22495146	1.216683095	0.982428028	0.753558304	0.619233266	0.514069083	0.61651812	0.484383194	0.525500143	0.530461946	0.575341668	0.605500605	0.628493318
opfc0751	PFC0745c	proteasome component C8, putative	0.521	0.499798468	0.459448662	0.684372044	0.468839128	0.445180685	0.476	0.529309682	0.840734798	0.71833153	0.686	0.695673792	0.894199182	0.66	0.889792148	0.841047153	0.79901313	1.019	0.868538875	1.185	1.306079815	1.038227413	1.39654366	1.149968571	1.254108847	1.576	1.588452207	1.631560887	1.726	1.844597843	1.983770604	1.687804922	1.445639528	1.369316964	1.425846598	1.052928478	0.932790092	0.783007271	0.553875314	0.599573671	0.580288636	0.508378608	0.566055699	0.528351634	0.609277105	0.544391166
opff72439	MAL6P1.88	proteasome subunit alpha type 2, putative	0.539	0.532343481	0.571795604	0.743827643	0.524856277	0.540304745	0.511	0.635882107	0.895395566	0.826235445	0.768	0.779567664	1.052250308	0.774	0.969763926	0.897116936	0.930537935	1.118	0.939272127	1.198	1.060841449	1.16636896	1.424510637	1.135573966	1.319683202	1.557	1.564321676	1.5688085	1.671	1.59634451	1.784924556	1.382651072	1.241730284	1.259426858	1.114556371	0.833186924	0.613574424	0.570220585	0.473125546	0.594359976	0.565720727	0.566328499	0.539647419	0.642961527	0.628159679	0.62053774
opfg0009	PF07_0112	proteasome subunit alpha type 5, putative	0.685	0.500960775	0.53406719	0.6325065	0.473710194	0.494645172	0.496	0.629961422	1.006018533	0.798488722	0.615	0.667279	0.741843603	0.691	0.762678969	0.794322288	0.694889364	0.814	0.898148166	1.068	1.19460785	0.99239573	1.297306047	1.197950621	1.410667523	1.481	1.431187944	1.584944822	1.501	1.372916511	1.718329912	1.451742493	1.314829796	1.213100654	1.021267483	0.922914735	0.838595265	0.714867726	0.514069083	0.527885507	0.484383194	0.549206925	0.500609084	0.553565829	0.527452703	0.611445594
opfi17682	PFI1545c	proteosome precursor, putative	0.644	0.547453646	0.537420787	0.695757165	0.387248938	0.404594406	0.504	0.639434545	0.969578021	0.779990877	0.72	0.642756145	0.8899275	0.744	0.848543486	0.825861567	0.889984454	0.839	0.839752103	1.114	1.185318529	1.21126526	1.512922361	1.273122406	1.436077587	1.697	1.410385814	1.541018162	1.73	1.415044355	2.497768939	1.686982464	1.628388309	1.108597313	0.967258194	1.114273037	0.713002267	0.628796733	0.475400192	0.65562079	0.526872944	0.533402417	0.544240172	0.592533205	0.596688747	0.615991667

Plastid genome																																																
oligo_ID	ORF_ID	Manual annotation	TP 1	TP 2	TP 3	TP 4	TP 5	TP 6	TP 7	TP 8	TP 9	TP 10	TP 11	TP 12	TP 13	TP 14	TP 15	TP 16	TP 17	TP 18	TP 19	TP 20	TP 21	TP 22	TP 24	TP 25	TP 26	TP 27	TP 28	TP 30	TP 31	TP 32	TP 33	TP 34	TP 35	TP 36	TP 37	TP 38	TP 39	TP 40	TP 41	TP 42	TP 43	TP 44	TP 45	TP 46	TP 47	TP 48
pclp	plastid	Clp	0.872	0.683445335	0.54496648	0.516125294	0.415257513	0.327226801	0.295	0.399054521	0.308442943	0.260510796	0.194	0.203926659	0.223549795	0.221	0.385548526	0.397161144	0.415399169	0.542	0.649759218	0.574	0.856476218	0.643513942	0.758716578	0.915656485	1.12050118	0.986	1.246464849	1.318695563	1.477	1.845350251	2.423670656	1.951010307	2.198757109	2.735401843	3.081478355	2.015213567	2.167788406	1.564819197	1.519460817	1.424639224	1.166647304	1.065487807	0.90132604	0.566172892	0.625642	0.788742111
plsu	plastid	lsu	1.677	1.257632424	1.919958868	0.901954268	1.130084959	0.957582349	0.976	1.333339443	1.39124685	1.319510314	1.011	1.325523161	1.099238469	0.557	0.821605593	0.630785365	0.664200247	0.948	0.988620978	0.479	0.458892891	0.689345569	0.654066022	0.805297876	0.77869504	0.735	0.676485937	0.74047759	0.761	1.256312578	1.718329912	1.640098863	2.011199153	1.964016293	2.182959373	1.886115348	1.547672722	2.066900166	 	1.43636994	1.812491586	2.011124596	1.330747619	0.707143064	0.720054798	0.875117298
porf129	plastid	ORF129	0.55	0.431221453	0.30937328	0.30739816	0.271561378	0.177564941	0.152	0.210776568	0.182202581	0.135650591	0.113	0.122614123	0.135268978	0.178	0.335881782	0.23245608	0.369365494	0.473	0.566688729	0.552	0.594517107	0.694022265	0.849834695	0.920454718	1.104107615	1.089	1.404561138	1.204844912	1.283	1.874689313	2.690987118	1.964170605	2.358421778	2.247360407	2.528619147	1.765257496	2.016030212	1.561232879	1.061120525	0.791176538	0.747819684	0.744129292	0.497164536	0.498553068	0.392757152	0.458015945
porf91	plastid	ORF91	0.622	0.566050801	0.549158526	0.485764996	0.487105607	0.328495143	0.273	0.325637957	0.227753221	0.258969309	0.157	0.210380028	0.227821435	0.213	0.337565403	0.371462465	0.416495195	0.585	0.633309584	0.542	0.715278392	0.746401299	0.909377295	1.114781843	1.222961055	0.981	1.377934431	1.370690437	1.583	2.147767979	2.054117124	1.706722814	2.370925657	2.631975906	2.84874721	2.135155896	1.859038886	1.603072924	1.132771707	1.111818094	1.088951739	1.118169477	0.809471111	0.633792716	0.595429888	0.675090483
prpl14	plastid	rpl14	0.626	0.507934721	0.404952039	0.514860298	0.316618628	0.209272973	0.249	0.26524692	0.23035612	0.208100348	0.146	0.189729225	0.216430361	0.193	0.373763201	0.325905775	0.439512032	0.757	0.932692274	0.662	0.709704811	0.741724604	0.94005077	1.109183872	1.040992314	1.2	1.307207089	1.396687768	1.644	2.551743906	2.154477977	2.565430488	2.520972206	2.385261742	2.481483627	1.852238572	1.942767604	1.744133819	1.232855954	1.372502278	1.195783122	0.803396249	0.920845156	0.639523274	0.506052487	0.703503424
prpl16	plastid	rpl16	0.616	0.512584019	0.586048591	0.545220596	0.34219167	0.310738651	0.25	0.2960345	0.223848892	0.232764073	0.148	0.172950454	0.1950721	0.213	0.332514564	0.374966852	0.546923974	0.795	1.125152665	0.782	0.764511872	0.749207339	0.997788912	1.169961147	1.104927333	1.076	1.357132301	1.372483338	1.534	2.678127437	1.928431363	2.45850338	2.62292677	2.56948928	2.952837886	2.069233391	1.690273284	1.68555767	1.141870225	1.171775465	1.347532247	0.896906275	1.003514579	0.579926074	0.529970382	0.687592202
prpl2	plastid	rpl2	0.599	0.509097029	0.473701648	0.421249334	0.366546963	0.281567266	0.256	0.275904148	0.221245992	0.248178922	0.176	0.256844326	0.317526139	0.281	0.352717971	0.413514837	0.477873429	0.605	0.787113374	0.76	0.795166654	0.970882908	1.185438249	1.150768308	1.277059856	1.364	1.495258584	1.621699772	1.938	2.021384448	2.031606094	1.904126902	2.313215552	2.190260674	2.078868697	1.795471959	1.4835679	1.392677069	0.951937691	1.223912333	0.921420691	0.936417606	0.753210037	0.618893485	0.654595216	0.663725334
prpl23	plastid	rpl23	0.549	0.439357706	0.42926594	0.371913822	0.325142976	0.332300095	0.212	0.214328971	0.190011259	0.181895113	0.134	0.172950454	0.205039287	0.258	0.40238469	0.377303099	0.452664506	0.513	0.722137457	0.707	0.812816375	0.694957593	1.210698727	1.081994136	1.268043454	1.2	1.340490498	1.827886049	1.53	1.74078278	1.814001116	1.61706839	1.942908702	1.537384207	1.954156129	1.537275628	1.686348474	1.085451339	0.698315119	0.754680754	0.846153153	0.774421283	0.62690956	0.590240969	0.521158524	0.638721965
prpl36	plastid	rpl36	0.68	0.559076889	0.48208574	0.44654957	0.428652926	0.35132493	0.267	0.349320694	0.261590854	0.262052283	0.172	0.236193523	0.243484169	0.23	0.350192551	0.425196035	0.412111026	0.661	0.676078582	0.618	0.672547471	0.822163868	0.900355703	1.087592011	1.202469099	1.196	1.342154747	1.364415124	1.695	1.916064749	2.151664098	2.037374607	2.416132113	2.726782865	2.489339664	2.10127912	2.399350663	1.571991833	1.419376637	1.411604871	1.257696764	1.124754686	0.921993327	0.657860827	0.657112933	0.721687649
prpl4	plastid	rpl4	0.53	0.410299649	0.406628862	0.363058732	0.343409454	0.309470327	0.216	0.233275182	0.273303861	0.214266274	0.149	0.196182594	0.222125909	0.295	0.34850893	0.390152404	0.486641766	0.582	0.849621834	0.906	1.042262807	0.945628775	1.176416658	1.26032718	1.590996926	1.35	1.530206143	1.619906871	1.786	1.868670948	2.032544203	1.986378524	2.218955577	1.439344907	2.156445745	1.366060265	1.491417521	1.034047826	0.600505485	0.909787876	0.786667466	0.79417691	0.67857795	0.734649428	0.615571284	0.603490017
prpl6	plastid	rpl6	0.603	0.450980949	0.466155955	0.452874667	0.34828052	0.271420696	0.264	0.283008973	0.236863349	0.242012996	0.144	0.18714787	0.203615422	0.209	0.303051252	0.337586974	0.453760565	0.626	0.722137457	0.553	0.692055089	0.700569672	0.949072361	1.034811824	1.135255407	1.375	1.380430707	1.343796496	1.714	2.39677372	2.183554648	2.15170442	2.356498246	2.489765211	2.34793334	2.149805365	2.201803222	1.697511969	1.375021079	1.210878135	1.155721363	0.937734632	0.84736124	0.655568659	0.557664777	0.656906258
prps11	plastid	rps11	0.612	0.491662215	0.446872524	0.397214095	0.421346327	0.374154678	0.302	0.301955184	0.242069148	0.268218208	0.196	 	 	0.214	0.358610633	 	0.417591253	0.562	0.578203447	0.637	0.72178095	0.699634344	0.862464933	1.031612969	1.095091116	1.125	1.41288199	1.282837117	1.56	1.868670948	2.113208129	2.239713832	2.153550883	2.735401843	2.665115419	2.127831052	1.978090586	1.520588178	1.302232523	1.292993611	1.187285136	1.036512842	0.863435842	0.667029638	0.678513111	0.795561186
prps12	plastid	rps12	0.622	0.507934721	0.454418216	0.449079601	0.382377909	0.337373389	0.292	0.388397275	0.273303861	0.286716031	0.19	0.229740154	0.26484243	0.22	0.30641847	0.362117513	0.402246695	0.544	0.57655846	0.539	0.662329229	0.745465972	0.830889363	0.907659492	1.19263298	0.981	1.080879735	1.316006265	1.513	1.747553375	1.926555369	1.760186466	2.33341425	2.512389546	2.345969272	1.963940533	1.930993172	1.821836902	1.529696778	1.5549812	1.244342796	1.114218399	1.147037829	1.072748652	1.044834689	0.937625686
prps17	plastid	rps17	0.572	0.377754636	0.528198296	0.357998669	0.330014041	0.313275279	0.221	0.228538638	0.210834415	0.194226987	0.152	0.160043697	0.123877904	0.221	0.267695253	0.274508434	0.403342721	0.604	0.710622738	0.655	0.555501925	0.66689742	0.910279389	1.229138853	0.950827613	1.114	1.31219964	1.31331686	1.242	2.737557791	2.181678655	2.078500418	1.920786472	2.359405322	2.47068184	2.30362447	2.524943661	1.697511969	1.206697569	0.989296543	1.229774923	0.975928859	0.802582015	0.532936039	0.599206426	0.697820849
prps19	plastid	rps19	0.574	0.477714358	0.412497731	0.374443853	0.338538389	0.25239588	0.242	0.300771062	0.199121387	0.238930022	0.154	0.205217318	0.236364735	0.239	0.342616267	0.381975558	0.476777403	0.582	0.579848386	0.474	0.679050029	0.824969907	1.013125703	1.158765301	1.236075945	1.166	1.318024217	1.342003595	1.401	1.776892437	1.989398361	1.628583676	2.16894029	2.357250513	1.887380986	1.795471959	1.4273127	1.430930939	1.148694199	1.226519141	0.876502949	1.011489033	0.696948894	0.543250934	0.48842877	0.626220315
prps3	plastid	rps3	0.735	0.447493959	0.460287111	0.322578309	0.249641618	0.230834417	0.236	0.210776568	0.32926608	0.189602537	0.198	0.161334375	0.199343761	0.241	0.40238469	0.281517157	0.431839753	0.691	0.794515697	0.8	0.557359822	0.740789276	1.050114271	1.13877282	0.859023574	1.272	1.894659781	1.242496365	1.49	2.347122874	2.733195074	2.460970949	2.849920125	2.967032861	3.087370324	2.375040553	1.679807175	1.402240537	0.974684089	0.952800759	0.982120356	0.957490258	0.748617283	0.354144574	0.410380868	0.505749612
prps5	plastid	rps5	0.718	0.469578104	0.480408942	0.414924275	0.359240364	0.33103179	0.294	0.28182485	0.37351529	0.289798982	0.195	0.252972293	0.226397548	0.244	0.316520173	0.329410128	0.429647669	0.636	0.694173105	0.652	0.778445854	0.730500557	1.068157454	1.101186879	0.990991904	1.111	1.383759008	1.487230493	1.504	2.12143801	2.542790551	1.993781228	2.579644077	2.67830211	2.937126046	2.305455517	1.899595001	1.667626222	1.397767478	1.356861272	1.186071159	1.130022868	0.96447621	0.634938869	0.642006858	0.746691018
prps7	plastid	rps7	0.575	0.466091114	0.401598392	0.418719303	0.351933802	0.287908865	0.237	0.378924152	0.244672028	0.248178922	0.17	0.189729225	0.207887061	0.192	0.335881782	0.283853404	0.324427844	0.475	0.48361824	0.435	0.606593246	0.49011815	0.691956738	0.842084079	0.975418057	0.822	0.967716008	1.109819988	1.192	1.492529448	1.647983392	1.538929349	1.948679758	2.173022975	2.077886546	1.796387591	1.628784951	1.623395346	1.185088545	1.123548887	0.988190315	1.027293502	0.797989262	0.719750196	0.655854112	0.731916297
prps8	plastid	rps8	0.641	0.492824522	0.456933464	0.506005208	0.333667323	0.265079097	0.255	0.266431043	0.239466248	0.2019344	0.162	0.172950454	0.189376574	0.232	0.340090848	0.329410128	0.401150636	0.707	0.756681614	0.745	0.828608254	0.685604202	0.990571725	1.002823759	0.993450958	1.241	1.417042416	1.576876608	1.726	2.773667448	2.138532813	2.493871597	2.35553625	2.477914149	2.793755888	2.099447854	2.038270597	1.650890261	1.214658781	1.085749699	1.172717263	0.960124311	0.934623416	0.615455164	0.660889395	0.702366855
ptrgln	plastid	trgln	0.657	0.65554962	0.632999546	0.561665779	0.345844987	0.284103913	0.194	0.174068286	0.163982325	0.120235754	 	 	0.108215181	 	0.262644413	0.130829556	0.241128799	0.422	1.844822665	1.047	0.683694689	0.779138224	1.276556366	1.422666335	1.26640402	1.568	1.480281031	1.325867273	2	1.95066977	2.207003339	2.209280751	2.530590556	0.997629803	1.84908342	1.020882859	1.223224038	0.8762509	0.376453251	0.813334721	0.780597507	0.911393719	0.814063864	0.512306249	0.639489216	0.743281446
ptrgly	plastid	trgly	0.708	0.538155085	0.559219466	0.488295027	0.317836413	0.298055434	0.143	0.194198637	0.127541803	0.094030525	0.151	 	0.084009157	 	0.257593549	0.116812102	0.187422844	0.235	0.973816333	0.91	0.782161593	0.66689742	1.023049389	1.517830602	1.461487651	1.192	1.52022114	1.402066577	1.686	1.839331885	2.529659266	2.261099293	2.657552879	1.136608413	1.937462373	1.102370357	1.126412723	0.753121524	0.560699254	0.535706048	0.842511149	0.912710823	0.624613218	0.603994184	0.517382024	0.619401239
ptrgly2	plastid	trgly2	0.785	0.496311478	0.564249912	0.469319813	0.462750314	0.34751994	0.254	0.188277935	0.191312709	0.132567629	0.149	0.087765905	0.153779476	0.164	0.319045618	0.231287957	0.341964487	0.386	0.871828753	0.926	0.861120878	1.068158243	1.263023978	1.164363176	1.182796763	1.474	1.729074765	1.15195364	2.03	2.31778399	2.750078123	2.066162773	2.290131556	2.074983803	2.715196923	1.560165357	1.619627164	0.940804198	0.688079227	0.728612359	1.04282002	1.003586798	0.702689819	0.297985729	0.312191571	0.315951445
ptrphe	plastid	trphe	0.514	0.407975035	0.433457986	0.389624002	0.38603119	0.304397033	0.235	0.330374519	0.256385055	0.206558861	0.174	0.194891916	0.1779855	0.205	0.256751751	0.310720189	0.317851591	0.43	0.543659291	0.364	0.492334463	0.650996621	0.714510716	0.747719502	1.006565849	0.871	0.973540584	1.178847581	1.509	1.462438156	2.015660931	1.432002143	2.053519851	2.140702386	1.986561726	1.827517687	1.813249795	1.435712601	1.413690038	1.11442498	0.900782786	1.023342424	0.662503347	0.665883485	0.620606642	0.611445594
ptrpro	plastid	trpro	0.557	0.413786639	0.445195725	0.417454307	0.286174539	0.268884049	0.204	0.235643463	0.191312709	0.2019344	0.159	0.161334375	0.224973682	0.263	0.289582306	0.337586974	0.550212052	0.498	0.829059853	0.747	0.928933	1.105571918	1.25219809	1.649781071	1.650833456	1.445	1.717425414	1.67548744	1.386	 	2.464002619	2.369671512	2.510391859	1.653738354	1.82551566	1.170124017	1.246772745	0.89657325	0.642586362	0.827672323	0.717469888	0.749397475	0.655614183	0.631500548	0.606759426	0.691001706
ptrthr	plastid	trthr	0.76	0.583485614	0.620423408	0.488295027	0.395773285	0.291713835	0.277	0.233275182	0.320155971	0.166480276	0.192	0.154880997	0.156627239	0.197	0.275271536	0.223111111	0.294834753	0.651	0.598765428	0.507	0.565720222	0.754819363	0.894942705	1.354691805	1.26640402	1.731	1.22732687	1.449579039	1.486	3.058782667	2.493079067	2.911710149	2.736423448	2.16979089	2.119130097	1.805543483	1.410305292	1.187062948	0.841617551	0.987993139	1.205495014	0.800762118	0.864584082	0.535228242	0.459475517	0.520524333
ptrtrp	plastid	trtrp	0.693	0.516070975	0.516460557	0.42883939	0.373853562	0.355129882	0.254	0.247484849	0.206930066	0.180353626	0.166	0.127776824	0.149507815	0.189	0.257593549	0.268667835	0.347444682	0.398	0.650581687	0.685	0.680907871	0.801586374	1.102439523	1.225140357	1.290994464	1.229	1.412049964	1.391309065	1.492	2.147767979	3.088679213	2.224908422	2.566178431	1.811032068	2.73189068	1.552840622	1.453477895	1.043611294	0.747219903	0.839403116	0.973622369	0.891638093	0.694652552	0.609724674	0.574029672	0.62053774
ptufa	plastid	tufa	0.657	0.433546101	0.539936035	0.361793735	0.433523992	0.372886374	0.368	0.473655207	0.339677677	0.349916865	0.242	0.252972293	0.271961843	0.248	0.340932646	0.36445376	0.392382331	0.463	0.45236401	0.465	0.467253318	0.613583057	0.559339204	0.818093102	0.786072154	0.732	0.973540584	1.153746541	1.213	1.207414229	1.881533757	1.692740058	2.077565843	2.84313714	2.560042827	1.981336791	1.76876887	1.860090629	1.330665521	1.487203403	1.212779023	1.299921426	0.857694918	0.732357259	0.733901976	0.867161721

Merozoite Invasion																																																
oligo_ID	ORF_ID	Manual annotation	TP 1	TP 2	TP 3	TP 4	TP 5	TP 6	TP 7	TP 8	TP 9	TP 10	TP 11	TP 12	TP 13	TP 14	TP 15	TP 16	TP 17	TP 18	TP 19	TP 20	TP 21	TP 22	TP 24	TP 25	TP 26	TP 27	TP 28	TP 30	TP 31	TP 32	TP 33	TP 34	TP 35	TP 36	TP 37	TP 38	TP 39	TP 40	TP 41	TP 42	TP 43	TP 44	TP 45	TP 46	TP 47	TP 48
a12696_3	PFA0125c	Ebl-1 like protein, putative	2.924	2.532699523	1.587948585	1.831738766	1.389468763	0.965192253	0.883	0.872709692	0.628598914	0.574973526	0.383	0.398818556	0.323221665	0.165	0.180147127	0.107467132	0.094259443	0.147	0.044413921	0.087	0.046446651	0.05331438	0.046010159	0.037585899	0.038524912	0.078	0.043268473	0.08157804	0.158	0.32799538	0.564647704	0.816759357	1.279241921	2.125619495	1.915858564	2.191006767	3.006383905	4.506774847	5.374978855	7.989970879	6.061467086	5.245782322	4.047355759	2.793043305	2.979667309	1.886616522
