TABLE S4: 3D7 vs HB3 Competitive Genomic Hybridization Data
Bozdech & Llinas et al.

This table contains all of the intensity data from competitive genomic hybridizations of genomic  
DNA derived from the 3D7 and HB3 strains of P. falciparum. The averaged intensities from three
microarray hybridization experiments are listed.  A %3D7 intensity in the HB3 channel 
of '-1' indicates that signal in these spots for one or both of the strains was below background.
Strains used in this study were obtained from the Malaria Resource Center (MR4).

Column 1: Oligonucleotide ID
Column 2: PlasmoDB ID
Column 3: PlasmoDB Manual annotation 
Column 4: Averaged normalized intensity for strain 3D7
Column 5: Averaged normalized intensity for strain HB3
Column 6: % of 3D7 intensity in the HB3 channel

Oligonucleotide ID	PlasmoDB ID	Manual annotation	3D7 averaged normalized intensity	HB3 averaged normalized intensity	%3D7 intensity
Kn4670_1	PFL2605w	rifin	1043.28	267.83	0.26
Kn4782_2	MAL8P1.23	ubiquitin-protein ligase 1, putative	2723.62	2314.16	0.85
Kn4809_2	NULL		540.28	497.16	0.92
Kn4895_2	PFL0965c	hypothetical protein	1052.95	803.16	0.76
Kn4926_1	PFL1935c	hypothetical protein	1497.95	1300.83	0.87
Kn50_6	NULL		1676.28	1628.5	0.97
Kn5026_1	NULL		790.62	821.5	1.04
Kn5081_1	PFI1405c	hypothetical protein	296.95	325.5	1.1
Kn5123_1	PF14_0665	hypothetical protein	667.95	573.5	0.86
Kn5150_1	PFL1170w	polyadenylate-binding protein, putative	1056.28	2118.83	2.01
Kn5186_1	NULL		1965.28	2340.5	1.19
Kn5186_3	PFL1180w	Chromatin assembly protein (ASF1), putative	622.28	1175.16	1.89
Kn519_3	NULL		806.62	602.83	0.75
Kn5217_2	MAL8P1.125	tyrosyl-tRNA synthetase, putative	1632.62	1671.5	1.02
Kn5244_3	NULL		410.95	114.83	0.28
Kn5299_2	NULL		622.95	434.83	0.7
Kn5414_1	PFL1585c	hypothetical protein	1287.95	1131.5	0.88
Kn5414_3	NULL		2230.62	2763.16	1.24
Kn5561_2	NULL		1322.62	1273.83	0.96
Kn5578_1	PFL0850w	hypothetical protein	1393.28	1350.16	0.97
Kn5587_1	MAL7P1.119	hypothetical protein	986.95	837.16	0.85
Kn5587_2	MAL7P1.119	hypothetical protein	285.62	349.16	1.22
Kn5610_3	PFL2260w	hypothetical protein	986.28	980.5	0.99
Kn569_3	PF10_0376	hypothetical protein	1262.95	1365.16	1.08
Kn57_1	PFL1675c	hypothetical protein	1084.62	988.83	0.91
Kn585_3	PFI0095c	hypothetical protein	900.95	857.83	0.95
Kn5868_2	PF13_0256	hypothetical protein	1473.28	1485.83	1.01
Kn588_2	NULL		1066.95	1129.16	1.06
Kn588_3	NULL		2270.62	2417.5	1.06
Kn5899_1	NULL		455.95	338.5	0.74
Kn5905_4	PFI0295c	hypothetical protein	705.28	638.83	0.91
Kn5905_5	PFI0295c	hypothetical protein	1187.62	1253.16	1.06
Kn603_1	PFL1110c	cAMP-dependent protein kinase regulatory subunit, putative	443.28	447.5	1.01
Kn603_2	PFL1110c	cAMP-dependent protein kinase regulatory subunit, putative	708.62	610.83	0.86
Kn609_1	PFL0185c	nucleosome assembly protein 1, putative	1507.62	1472.16	0.98
Kn610_1	PF10_0308	hypothetical protein	943.28	846.16	0.9
Kn63_3	PF07_0029	heat shock protein 86	451.28	453.5	1
Kn656_1	NULL		1081.95	1068.5	0.99
Kn657_1	PFL1345c	hypothetical protein, conserved	1316.62	1431.16	1.09
Kn657_2	PFL1345c	hypothetical protein, conserved	1008.95	1010.83	1
Kn67_1	PF07_0021	hypothetical protein	633.28	605.5	0.96
Kn672_1	PFL2280w	cyclin g-associated kinase, putative	725.62	829.83	1.14
Kn6804_2	PFL2195w	hypothetical protein	1389.28	1218.5	0.88
Kn6869_1	PF07_0104	kinesin-like protein, putative	813.62	790.83	0.97
Kn701_1	PFL1995c	hypothetical protein	1408.62	1482.5	1.05
Kn7024_1	PFL1530w	asparagine-rich protein, putative	454.28	441.83	0.97
Kn707_1	PFL2475w	DEAD/DEAH box helicase, putative	2327.28	2419.5	1.04
Kn722_2	PF10_0374	gene 11-1 protein precursor	495.95	498.16	1
Kn7264_1	PFI1070c	hypothetical protein	677.95	644.5	0.95
Kn768_1	MAL7P1.69	calmodulin, putative	2027.95	1893.5	0.93
Kn7692_2	PFL1515c	hypothetical protein	1790.28	1480.83	0.83
Kn7854_1	PFL0495c	ABC transporter, putative	930.95	806.5	0.87
Kn7887_2	PF14_0504	hypothetical protein	760.28	737.83	0.97
Kn7943_1	PFI1120c	hypothetical protein	624.28	635.16	1.02
Kn8017_1	PFL1365w	hypothetical protein	1983.95	1690.16	0.85
Kn802_1	PF10_0177	erythrocyte membrane-associated antigen	1103.28	1138.5	1.03
Kn8027_1	NULL		639.62	167.83	0.26
Kn819_1	PF10_0212	hypothetical protein	1469.62	1297.5	0.88
Kn820_1	PF10_0059	hypothetical protein	1257.62	1191.16	0.95
Kn8240_2	NULL		224.28	160.16	0.71
Kn836_1	NULL		814.28	723.5	0.89
Kn8362_1	NULL		2201.95	2029.83	0.92
Kn8391_1	PFL1090w	hypothetical protein	1550.95	1571.83	1.01
Kn8409_1	PFL0435w	hypothetical protein	985.28	1140.5	1.16
Kn872_1	PFL2625w	rifin	2003.95	1357.83	0.68
Kn8928_1	PFL2415w	Hbeta58/Vps26 protein homolog, putative	879.62	890.16	1.01
Kn8928_4	PFL2415w	Hbeta58/Vps26 protein homolog, putative	440.28	454.16	1.03
Kn906_1	PFI1830c	erythrocyte membrane protein 1 (PfEMP1)	1524.95	988.83	0.65
Kn906_2	PFI1830c	erythrocyte membrane protein 1 (PfEMP1)	1961.28	949.83	0.48
Kn918_1	PFI1500w	hypothetical protein	900.95	943.5	1.05
Kn9335_1	PFI0530c	DNA primase, large subunit, putative	786.95	682.5	0.87
Kn934_2	PF10_0118	hypothetical protein	3274.62	3236.5	0.99
Kn945_1	MAL13P1.171	transmembrane protein Tmp21 homologue, putative	1997.62	1918.83	0.96
Kn945_3	PF13_0182	hypothetical protein	429.62	438.83	1.02
Kn9479_1	PF08_0028	hypothetical protein	1497.95	1401.5	0.94
Kn962_1	NULL		96.62	76.16	0.79
Kn973_1	PFL1650w	hypothetical protein	807.38	731.53	0.91
Kn973_2	PFL1655c	hypothetical protein	1087.95	939.5	0.86
Kn9796_1	PFL0945w	VAR fragment, pseudogene	684.62	672.16	0.98
Kn9796_3	PFL0950c	p-type Atpase2	506.95	467.16	0.92
Ks1_2	PF11_0424	hypothetical protein	697.62	697.83	1
Ks100_2	PF11_0065	ribosomal protein S4, putative	155.62	162.16	1.04
Ks100_3	NULL		497.28	529.16	1.06
Ks100_4	NULL		837.95	737.5	0.88
Ks101_1	PF11_0306	A/G-specific adenine glycosylase, putative	635.95	615.16	0.97
Ks101_10	NULL		377.76	343.17	0.91
Ks101_18	PF11_0302	hypothetical protein	841.28	622.16	0.74
Ks101_4	PF11_0305	hypothetical protein	559.62	596.16	1.07
Ks101_6	NULL		495.28	513.5	1.04
Ks101_8	PF11_0304	hypothetical protein	1097.95	936.5	0.85
Ks1022_2	NULL		1054.28	907.83	0.86
Ks1022_5	PF11_0128	hypothetical protein, conserved	839.62	816.83	0.97
Ks1022_8	PF11_0130	hypothetical protein	962.62	739.5	0.77
Ks103_2	PF11_0288	hypothetical protein	615.62	564.83	0.92
Ks103_3	PF11_0289	hypothetical protein	405.28	389.5	0.96
Ks1030_1	PF11_0415	hypothetical protein	756.62	657.83	0.87
Ks1030_3	NULL		588.28	636.5	1.08
Ks1030_4	PF11_0414	hypothetical protein	802.95	757.83	0.94
Ks1030_5	PF11_0413	hypothetical protein	746.95	742.5	0.99
Ks1032_1	PF11_0097	succinyl-CoA synthetase alpha subunit, putative	1074.95	896.16	0.83
Ks1032_5	PF11_0098	endoplasmic reticulum-resident calcium binding protein	577.95	585.16	1.01
Ks1032_6	PF11_0099	heat shock protein DnaJ homologue Pfj2	763.95	767.16	1
Ks1035_1	PF10_0213	10b antigen, putative	503.62	513.83	1.02
Ks106_1	NULL		525.28	559.83	1.07
Ks106_13	PF11_0455	hypothetical protein	976.28	887.5	0.91
Ks106_5	NULL		474.28	488.16	1.03
Ks107_1	PF11_0226	hypothetical protein	816.62	772.16	0.95
Ks107_2	PF11_0225	PfGCN20	823.95	688.5	0.84
Ks1071_3	PF11_0251	endoplasmic reticulum oxidoreductin, putative	921.62	794.83	0.86
Ks1072_1	PF11_0168	hypothetical protein	683.95	683.16	1
Ks1104_1	PF11_0325	hypothetical protein	354.28	367.83	1.04
Ks111_1	PF11_0308	hypothetical protein	992.95	987.5	0.99
Ks111_3	PF11_0309	hypothetical protein	563.95	533.5	0.95
Ks111_4	PF11_0310	hypothetical protein	480.28	547.5	1.14
Ks112_2	PF11_0187	clathrin assembly protein AP19, putative	412.95	424.5	1.03
Ks112_3	PF11_0188	heat shock protein 90, putative	679.95	813.16	1.2
Ks113_1	PF11_0177	ubiquitin C-terminal hydrolase, family 1, putative	628.95	594.83	0.95
Ks113_5	PF11_0176	hypothetical protein	631.28	662.16	1.05
Ks115_1	PF11_0359	coatomer delta subunit, putative	491.95	528.83	1.07
Ks115_2	NULL		2126.28	2071.5	0.97
Ks115_5	PF11_0360	hypothetical protein	564.95	543.83	0.96
Ks115_6	NULL		864.95	754.5	0.87
Ks117_1	PF11_0143	hypothetical protein	498.28	510.5	1.02
Ks117_2	PF11_0144	hypothetical protein	983.62	885.16	0.9
Ks117_4	PF11_0145	glyoxalase I, putative	398.76	638.17	1.6
Ks117_5	NULL		239.28	252.16	1.05
Ks117_6	PF11_0146	hypothetical protein	560.62	581.83	1.04
Ks117_7	PF11_0147	mitogen-activated protein kinase 2	786.28	726.16	0.92
Ks117_8	PF11_0148	dynein light chain type 2, putative	422.62	466.16	1.1
Ks1196_1	PF11_0057	hypothetical protein	764.62	668.83	0.87
Ks12_1	PF11_0209	hypothetical protein	859.62	853.16	0.99
Ks12_11	PF11_0212	hypothetical protein	819.28	611.83	0.75
Ks12_13	PF11_0213	hypothetical protein	482.62	525.5	1.09
Ks12_15	PF11_0214	hypothetical protein	830.62	878.83	1.06
Ks12_17	PF11_0215	hypothetical protein	488.62	495.16	1.01
Ks12_18	PF11_0216	hypothetical protein	764.28	767.16	1
Ks12_6	PF11_0210	hypothetical protein	1245.62	1091.5	0.88
Ks12_7	PF11_0211	hypothetical protein, conserved	696.95	725.5	1.04
Ks1228_7	PF10_0365	hypothetical protein	890.28	744.16	0.84
Ks1238_1	PF11_0384	hypothetical protein, conserved	596.28	533.16	0.89
Ks125_1	PF11_0395	guanylyl cyclase	1047.62	873.83	0.83
Ks125_3	PF11_0394	hypothetical protein	1156.28	1036.83	0.9
Ks125_6	PF11_0393	hypothetical protein, conserved	548.28	613.5	1.12
Ks127_1	NULL		971.62	872.5	0.9
Ks127_10	PF11_0462	hypothetical protein	531.95	569.5	1.07
Ks127_13	PF11_0462	hypothetical protein	473.95	499.16	1.05
Ks127_16	PF11_0461	rab6	325.28	355.83	1.09
Ks127_17	PF11_0460	hypothetical protein	482.28	523.16	1.08
Ks127_2	PF11_0465	dynamin-like protein	489.62	506.83	1.04
Ks127_20	PF11_0459	hypothetical protein	1117.62	1145.5	1.02
Ks127_3	NULL		892.28	858.5	0.96
Ks127_5	PF11_0464	hypothetical protein	376.28	403.5	1.07
Ks127_6	PF11_0463	coat protein, gamma subunit, putative	152.95	154.83	1.01
Ks127_7	NULL		540.62	539.83	1
Ks13_2	PF11_0402	hypothetical protein	725.76	884.17	1.22
Ks13_4	PF11_0404	malaria antigen	586.95	549.16	0.94
Ks133_1	PF11_0061	histone H4, putative	239.62	214.83	0.9
Ks133_2	PF11_0060	hypothetical protein	396.28	419.16	1.06
Ks135_1	PF11_0331	t-complex protein 1, alpha subunit, putative	312.95	259.83	0.83
Ks135_4	PF11_0332	hypothetical protein	473.62	488.5	1.03
Ks135_5	PF11_0333	hypothetical protein	1185.95	1319.83	1.11
Ks136_3	PF11_0055	hypothetical protein	456.95	522.16	1.14
Ks136_4	NULL		1883.62	2106.16	1.12
Ks136_5	PF11_0056	hypothetical protein	701.28	647.83	0.92
Ks1361_1	PF11_0222	hypothetical protein	1067.62	916.5	0.86
Ks139_1	PF11_0092	hypothetical protein	614.95	555.5	0.9
Ks142_1	PF10_0136	Initiation factor 2 subunit family, putative	338.28	387.5	1.15
Ks1444_1	NULL		968.28	997.16	1.03
Ks1480_2	PF11_0054	hypothetical protein	488.95	490.83	1
Ks1480_3	PF11_0054	hypothetical protein	941.28	818.5	0.87
Ks15_1	PF11_0390	reticulocyte binding protein, putative	378.28	401.5	1.06
Ks15_2	PF11_0391	hypothetical protein	729.28	707.5	0.97
Ks15_3	PF11_0392	hypothetical protein	913.28	828.16	0.91
Ks152_1	PF11_0154	hypothetical protein	577.62	559.5	0.97
Ks152_10	PF11_0156	hypothetical protein	15.1	-13.56	-1
Ks152_11	PF11_0157	glycerol-3-phosphate dehydrogenase, putative	807.62	708.83	0.88
Ks152_12	PF11_0157	glycerol-3-phosphate dehydrogenase, putative	399.05	415.66	1.04
Ks152_2	PF11_0155	hypothetical protein	680.28	677.83	1
Ks155_1	PF11_0353	hypothetical protein	964.62	847.16	0.88
Ks155_2	PF11_0352	protein disulfide isomerase related protein	653.28	753.5	1.15
Ks157_1	PF11_0512	ring-infected erythrocyte surface antigen 2, RESA-2 - malaria parasite (Plasmodium falciparum)-related	230.28	380.16	1.65
Ks157_11	PF11_0509	ring-infected erythrocyte surface antigen, putative	467.76	760.17	1.63
Ks157_13	PF11_0508	hypothetical protein	604.62	1264.16	2.09
Ks157_14	PF11_0508	hypothetical protein	635.95	1059.5	1.67
Ks157_15	PF11_0507	antigen 332, putative	669.28	1416.83	2.12
Ks157_17	PF11_0506	hypothetical protein	665.95	1296.5	1.95
Ks157_18	PF11_0505	hypothetical protein	488.28	910.16	1.86
Ks157_19	PF11_0504	hypothetical protein	913.28	1747.5	1.91
Ks157_2	PF11_0512	ring-infected erythrocyte surface antigen 2, RESA-2 - malaria parasite (Plasmodium falciparum)-related	589.95	1231.16	2.09
Ks157_4	PF11_0511	hypothetical protein	728.88	1470.03	2.02
Ks157_5	PF11_0510	Ser/Thr protein kinase, putative	389.28	810.5	2.08
Ks168_2	NULL		424.28	414.83	0.98
Ks168_5	PF11_0249	hypothetical protein	979.28	870.5	0.89
Ks168_6	PF11_0248	hypothetical protein	587.28	607.5	1.03
Ks17_1	PF11_0134	hypothetical protein	687.62	708.83	1.03
Ks17_15	PF11_0131	hypothetical protein	1040.95	891.83	0.86
Ks17_16	PF11_0526	hypothetical protein	934.28	912.5	0.98
Ks17_2	PF11_0527	hypothetical protein	503.28	490.16	0.97
Ks1704_1	NULL		982.95	979.5	1
Ks1717_1	PF11_0466	transport protein, putative	469.28	470.5	1
Ks172_2	PF11_0189	hypothetical protein	391.62	424.83	1.08
Ks173_8	PF10_0135	hypothetical protein	544.62	639.83	1.17
Ks178_2	NULL		1308.62	1432.83	1.09
Ks178_4	NULL		21097.28	19133.5	0.91
Ks178_5	PF11_0142	hypothetical protein, conserved	871.95	900.16	1.03
Ks183_1	PF11_0231	hypothetical protein	709.95	675.16	0.95
Ks1832_1	PF11_0125	hypothetical protein	825.62	817.16	0.99
Ks186_1	PF11_0064	hypothetical protein	812.62	743.16	0.91
Ks186_10	PF11_0062	histone H2B	570.76	738.17	1.29
Ks186_6	PF11_0063	hypothetical protein	559.62	491.83	0.88
Ks186_9	NULL		1330.62	1126.83	0.85
Ks187_2	NULL		596.95	598.5	1
Ks187_4	PF11_0322	hypothetical protein	848.62	798.83	0.94
Ks187_5	PF11_0323	hypothetical protein	666.62	627.16	0.94
Ks187_7	NULL		501.95	542.16	1.08
Ks189_1	PF11_0096	casein kinase II, alpha subunit, putative	502.62	443.16	0.88
Ks189_2	PF11_0095	hypothetical protein, conserved	434.95	504.83	1.16
Ks196_1	NULL		621.28	575.5	0.93
Ks196_2	PF11_0049	hypothetical protein, conserved	925.28	840.5	0.91
Ks1964_2	PF11_0318	PF16 protein, putative	517.62	497.5	0.96
Ks2_1	PF11_0158	hypothetical protein	1094.95	1163.16	1.06
Ks2_11	PF11_0161	falcipain-2 precursor, putative	775.28	260.5	0.34
Ks2_12	PF11_0162	falcipain-3	280.28	311.83	1.11
Ks2_13	PF11_0163	hypothetical protein	1929.62	676.83	0.35
Ks2_14	PF11_0164	peptidyl-prolyl cis-trans isomerase	604.28	603.16	1
Ks2_2	NULL		504.95	529.5	1.05
Ks2_9	PF11_0160	hypothetical protein	349.62	370.16	1.06
Ks202_3	NULL		3819.28	3687.5	0.97
Ks202_5	PF11_0172	hypothetical protein, conserved	907.28	767.83	0.85
Ks202_6	PF11_0171	hypothetical protein	606.62	590.16	0.97
Ks202_7	NULL		907.95	917.83	1.01
Ks202_8	PF11_0170	cyclophilin, putative	1091.62	920.16	0.84
Ks202_9	NULL		836.28	687.83	0.82
Ks206_1	PF11_0186	hypothetical protein	742.28	775.16	1.04
Ks206_2	NULL		860.28	791.5	0.92
Ks206_3	PF11_0185	hypothetical protein	471.62	380.5	0.81
Ks2098_1	PF11_0346	hypothetical protein	783.28	841.83	1.07
Ks210_1	PF11_0234	hypothetical protein	584.28	674.83	1.15
Ks210_10	NULL		789.95	887.5	1.12
Ks210_15	PF11_0236	hypothetical protein	1007.28	895.5	0.89
Ks210_16	PF11_0237	hypothetical protein	369.62	394.83	1.07
Ks210_17	PF11_0238	hypothetical protein	656.62	603.16	0.92
Ks210_4	PF11_0235	hypothetical protein	855.28	763.16	0.89
Ks213_1	PF11_0290	hypothetical protein	674.62	596.16	0.88
Ks22_2	PF11_0521	erythrocyte membrane protein 1 (PfEMP1)	589.28	131.16	0.22
Ks220_1	PF11_0529	rifin	792.28	83.83	0.11
Ks220_4	PF11_0020	rifin	526.62	72.5	0.14
Ks220_7	PF11_0021	rifin	1075.28	243.83	0.23
Ks221_3	PF10_0198	hypothetical protein	372.62	443.16	1.19
Ks222_1	PF11_0489	hypothetical protein	991.95	947.5	0.96
Ks2242_1	NULL		622.28	635.16	1.02
Ks225_1	PF11_0466	transport protein, putative	327.28	331.5	1.01
Ks225_10	PF11_0469	hypothetical protein	1002.95	903.83	0.9
Ks225_2	PF11_0467	hypothetical protein	821.62	861.83	1.05
Ks225_7	PF11_0468	hypothetical protein	603.62	672.16	1.11
Ks228_6	PF10_0211	hypothetical protein	733.28	718.5	0.98
Ks230_1	PF11_0503	hypothetical protein	500.62	872.83	1.74
Ks2300_1	NULL		707.28	685.16	0.97
Ks2345_1	NULL		545.95	520.83	0.95
Ks239_6	PF11_0232	hypothetical protein	359.28	417.83	1.16
Ks239_7	PF11_0233	hypothetical protein	753.95	687.16	0.91
Ks244_1	PF11_0230	hypothetical protein	517.62	555.16	1.07
Ks244_2	PF11_0230	hypothetical protein	580.62	588.83	1.01
Ks244_3	NULL		477.62	437.16	0.92
Ks244_7	PF11_0229	hypothetical protein	838.62	725.5	0.87
Ks244_8	PF11_0228	hypothetical protein	993.28	930.16	0.94
Ks244_9	PF11_0228	hypothetical protein	815.95	727.16	0.89
Ks245_1	PF11_0240	dynein heavy chain, putative	718.62	688.5	0.96
Ks245_2	PF11_0240	dynein heavy chain, putative	728.95	711.5	0.98
Ks245_4	PF11_0239	hypothetical protein	760.62	672.5	0.88
Ks248_2	NULL		439.95	438.5	1
Ks248_3	PF11_0247	hypothetical protein	783.95	753.5	0.96
Ks249_1	PF11_0337	50S ribosomal protein L2, putative	221.62	230.5	1.04
Ks249_2	NULL		524.28	505.5	0.96
Ks249_3	NULL		1939.62	1708.5	0.88
Ks25_1	PF11_0075	hypothetical protein	1050.28	858.83	0.82
Ks25_10	PF11_0079	hypothetical protein	798.95	730.16	0.91
Ks25_12	NULL		580.95	586.16	1.01
Ks25_15	PF11_0080	hypothetical protein	785.95	771.16	0.98
Ks25_17	PF11_0524	U6 snRNA associated Sm-like protein Ls; U6 snRNA associated Sm-like protein LsM4, putative	813.95	646.16	0.79
Ks25_19	PF11_0083	nucleic acid binding factor, putative	747.28	640.5	0.86
Ks25_26	PF11_0083	nucleic acid binding factor, putative	625.28	635.83	1.02
Ks25_5	PF11_0076	hypothetical protein	730.76	860.17	1.18
Ks25_8	PF11_0077	hypothetical protein	834.62	702.5	0.84
Ks25_9	PF11_0078	hypothetical protein	653.28	662.16	1.01
Ks2508_1	PF10_0047	hypothetical protein	540.95	470.16	0.87
Ks2565_1	NULL		168.95	162.83	0.96
Ks259_1	PF11_0246	hypothetical protein	680.95	675.5	0.99
Ks259_2	PF11_0245	translation elongation factor EF-1, subunit alpha, putative	463.62	526.5	1.14
Ks259_3	NULL		963.28	903.16	0.94
Ks259_4	PF11_0245	translation elongation factor EF-1, subunit alpha, putative	531.28	459.5	0.86
Ks259_6	PF11_0244	hypothetical protein	593.28	643.16	1.08
Ks259_7	PF11_0243	hypothetical protein	605.95	556.16	0.92
Ks26_1	PF11_0123	hypothetical protein	673.28	695.83	1.03
Ks26_10	PF11_0118	hypothetical protein	409.62	409.5	1
Ks26_11	PF11_0117	replication factor C subunit 5, putative	1254.95	1101.16	0.88
Ks26_12	PF11_0116	hypothetical protein	689.62	602.16	0.87
Ks26_15	PF11_0115	hypothetical protein	874.95	824.16	0.94
Ks26_16	NULL		754.62	680.83	0.9
Ks26_17	PF11_0114	actin, putative	629.76	811.17	1.29
Ks26_2	PF11_0122	hypothetical protein	552.62	501.83	0.91
Ks26_21	NULL		452.62	394.83	0.87
Ks26_23	PF11_0112	vacuolar sorting protein 35, putative	1030.95	950.16	0.92
Ks26_24	NULL		923.95	872.5	0.94
Ks26_26	PF11_0111	asparagine-rich antigen	591.95	530.16	0.9
Ks26_3	NULL		827.95	865.83	1.05
Ks26_5	PF11_0120	hypothetical protein	513.95	498.16	0.97
Ks26_6	PF11_0119	hypothetical protein	70.28	71.16	1.01
Ks2640_1	PF10_0079	hypothetical protein	334.95	239.83	0.72
Ks266_15	PF11_0275	hypothetical protein	572.28	586.83	1.03
Ks266_16	PF11_0276	hypothetical protein	820.95	720.16	0.88
Ks266_6	PF11_0273	hypothetical protein	527.28	468.5	0.89
Ks266_8	PF11_0274	hypothetical protein	767.95	816.5	1.06
Ks271_1	PF11_0457	hypothetical protein	122.95	315.83	2.57
Ks271_2	PF11_0458	hypothetical protein	56.95	50.5	0.89
Ks2886_1	NULL		638.28	602.83	0.94
Ks291_10	NULL		825.28	746.16	0.9
Ks291_14	PF11_0260	ribosomal protein L35, putative	729.95	790.5	1.08
Ks291_5	PF11_0263	hypothetical protein	496.95	415.5	0.84
Ks291_6	PF11_0262	hypothetical protein	1025.62	1018.5	0.99
Ks291_8	PF11_0261	hypothetical protein	702.28	640.16	0.91
Ks2938_1	PF11_0111	asparagine-rich antigen	812.62	209.83	0.26
Ks3_3	PF11_0377	casein kinase 1	320.95	312.83	0.97
Ks3_4	PF11_0375	hypothetical protein	922.28	858.5	0.93
Ks303_2	NULL		804.95	744.5	0.92
Ks303_5	PF11_0326	hypothetical protein	399.62	383.5	0.96
Ks306_1	PF11_0139	protein tyrosine phosphatase, putative	809.62	880.83	1.09
Ks306_2	PF11_0140	hypothetical protein	829.62	835.16	1.01
Ks306_3	PF11_0141	UDP-galactose transporter, putative	798.28	739.16	0.93
Ks3088_1	NULL		2057.62	2078.83	1.01
Ks309_1	NULL		339.62	353.16	1.04
Ks309_2	PF11_0241	hypothetical protein	533.28	586.83	1.1
Ks309_3	PF11_0241	hypothetical protein	673.62	758.5	1.13
Ks31_1	PF11_0327	hypothetical protein	722.76	916.17	1.27
Ks31_2	PF11_0327	hypothetical protein	504.62	481.83	0.95
Ks316_13	PF11_0406	hypothetical protein	462.62	398.83	0.86
Ks316_16	NULL		1387.62	1419.83	1.02
Ks316_17	PF11_0407	adrenodoxin reductase, putative	611.28	534.16	0.87
Ks316_18	PF11_0408	hypothetical protein	691.28	703.83	1.02
Ks316_19	PF11_0409	hypothetical protein, conserved	629.62	657.83	1.04
Ks316_3	PF11_0405	hypothetical protein, conserved	668.62	618.16	0.92
Ks3180_1	PF11_0282	deoxyuridine 5'-triphosphate nucleotidohydrolase, putative	820.28	813.83	0.99
Ks32_1	NULL		531.95	538.83	1.01
Ks32_6	PF11_0094	hypothetical protein	911.95	827.5	0.91
Ks329_3	PF11_0358	DNA-directed RNA polymerase, beta subunit, putative	718.28	653.5	0.91
Ks331_1	PF11_0374	hypothetical protein	650.95	582.16	0.89
Ks331_5	PF11_0373	hypothetical protein	816.28	827.16	1.01
Ks332_1	PF11_0418	hypothetical protein	575.28	504.16	0.88
Ks3365_1	PF10_0200	hypothetical protein, conserved	612.62	647.16	1.06
Ks341_1	NULL		539.28	475.5	0.88
Ks341_2	PF11_0279	hypothetical protein	613.28	589.83	0.96
Ks342_2	PF11_0034	hypothetical protein	909.28	464.16	0.51
Ks349_10	PF11_0371	hypothetical protein	952.62	968.83	1.02
Ks349_11	PF11_0372	hypothetical protein	735.28	669.16	0.91
Ks349_12	PF11_0373	hypothetical protein	552.95	566.5	1.02
Ks349_9	PF11_0370	hypothetical protein	631.62	582.5	0.92
Ks362_6	PF11_0345	hypothetical protein	619.95	614.16	0.99
Ks363_1	PF11_0319	hypothetical protein	508.28	503.5	0.99
Ks363_2	PF11_0320	hypothetical protein	1871.28	1861.83	0.99
Ks363_4	PF11_0321	hypothetical protein	530.62	574.83	1.08
Ks370_11	PF11_0267	hypothetical protein	633.28	646.5	1.02
Ks370_2	PF11_0268	hypothetical protein	561.95	564.16	1
Ks370_4	PF11_0268	hypothetical protein	1292.28	1102.5	0.85
Ks370_8	NULL		708.95	682.16	0.96
Ks371_8	PF11_0291	hypothetical protein	659.28	744.16	1.13
Ks373_1	PF11_0378	hypothetical protein	544.28	539.5	0.99
Ks375_3	PF11_0048	casein kinase II beta chain, putative	641.95	565.16	0.88
Ks379_2	NULL		979.95	1027.5	1.05
Ks379_3	NULL		1199.95	1138.5	0.95
Ks379_5	PF11_0108	hypothetical protein, conserved	496.95	555.83	1.12
Ks379_8	PF11_0109	hypothetical protein	842.28	735.83	0.87
Ks382_1	PF11_0344	apical membrane antigen 1 precursor	556.95	469.16	0.84
Ks387_1	PF11_0297	hypothetical protein	856.95	779.83	0.91
Ks387_14	NULL		1528.62	1621.5	1.06
Ks387_2	PF11_0296	hypothetical protein	562.62	465.16	0.83
Ks387_5	PF11_0295	farnesyl pyrophosphate synthase, putative	464.62	392.5	0.84
Ks387_8	PF11_0295	farnesyl pyrophosphate synthase, putative	1026.62	959.16	0.93
Ks393_1	PF11_0456	hypothetical protein	697.62	678.83	0.97
Ks396_1	PF11_0151	hypothetical protein	786.62	744.16	0.95
Ks4_10	PF11_0010	rifin	461.28	61.83	0.13
Ks4_14	PF11_0013	stevor, putative, degenerate	900.62	29.83	0.03
Ks4_15	PF11_0014	hypothetical protein	1398.95	370.16	0.26
Ks4_5	PF11_0008	erythrocyte membrane protein 1 (PfEMP1)	249.95	-22.17	-1
Ks41_1	PF11_0174	hypothetical protein	656.28	658.83	1
Ks415_1	PF11_0240	dynein heavy chain, putative	708.95	676.16	0.95
Ks42_1	PF11_0090	hypothetical protein	349.28	369.5	1.06
Ks42_2	PF11_0090	hypothetical protein	694.62	849.5	1.22
Ks42_3	PF11_0089	hypothetical protein	589.28	676.16	1.15
Ks42_4	PF11_0088	hypothetical protein	395.95	458.83	1.16
Ks42_5	NULL		661.28	566.5	0.86
Ks42_6	PF11_0087	Rad51 homolog, putative	570.76	659.17	1.15
Ks423_1	PF11_0329	hypothetical protein	291.62	316.83	1.09
Ks423_3	PF11_0330	hypothetical protein	624.95	644.83	1.03
Ks423_5	NULL		553.62	447.5	0.81
Ks423_6	NULL		1942.28	1930.16	0.99
Ks424_1	NULL		811.62	893.5	1.1
