TABLE S6: Putative P. falciparum proteases and their expression data																																																
Bozdech & Llinas et al.																																																

The table was constructed by manually searching the database for any available putative protease annotations																																																
and contains 65 of the 92 proteases identified by Wu el al. Genome Research, 13, 2003.																																																

This table lists the PlasmoDB ID, oligo ID, manual annotation and expression values for all timepoints.																																																

PlasmoDB ID	oligo	Manual annotation	TP1	TP2	TP3	TP4	TP5	TP6	TP7	TP8	TP9	TP10	TP11	TP12	TP13	TP14	TP15	TP16	TP17	TP18	TP19	TP20	TP21	TP22	TP24	TP25	TP26	TP27	TP28	TP30	TP31	TP32	TP33	TP34	TP35	TP36	TP37	TP38	TP39	TP40	TP41	TP42	TP43	TP44	TP45	TP46	TP47	TP48
PFA0220w	opfa32038	ubiquitin carboxyl-terminal hydrolase, putative	2.484	2.26536558	1.68771934	2.1151018	1.85709007	1.47632569	1.241	1.63529463	1.301447	1.55227434	1.079	1.22226926	1.29858221	0.851	0.970605775	0.83053406	0.79353293	0.74	0.62590726	0.566	0.48304514	0.56681605	0.4555908	0.4574284	0.41229855	0.368	0.33366648	0.32900157	0.346	0.33476593	0.36204986	0.46636712	0.70406395	0.70135748	0.81995996	0.91375884	1.17089357	1.77043325	2.03011795	3.06303923	2.931793	3.01339452	2.8658723	2.64634261	2.9645612	2.6503553
PFB0330c	opfb0670	cysteine protease, putative	0.406	0.47655202	0.38063814	0.39974413	0.33366732	0.16741837	0.083	0.15749036	0.08329261	0.13256763	0.073	0.09034725	0.1865288	0.231	0.320729239	0.27567656	0.50308235	0.668	0.54119183	0.759	0.54714152	0.61732442	0.86156278	1.127577	1.49345516	1.462	1.87801808	2.01255709	2.458	1.83933188	2.1272773	1.32918752	1.95060352	1.89183367	1.71356906	1.08222742	0.62796527	0.79376615	0.60050548	0.75728756	0.34963	0.43462421	0.4087542	0.49626087	0.6369715	0.5125687
PF10_0150	opfblob0090	methionine aminopeptidase, putative	0.766	1.05190138	1.07735682	1.84944902	1.32614498	1.21505152	1.378	1.53582705	2.19293812	2.10875016	2.268	1.85211855	2.15291256	1.785	2.473234811	1.62485635	1.95752745	2.424	1.94023029	2.444	1.36553154	1.57230653	1.75109255	1.2083467	0.95082761	1.202	0.92611175	0.60331891	0.607	0.50779103	0.33578718	0.25333523	0.24238268	0.20469726	0.25237092	0.24995607	0.18315654	0.23430447	0.20585509	0.23722262	0.3010703	0.37008907	0.5913158	0.69109768	0.8056557	0.7614657
MAL8P1.128	opfblob0099	proteasome subunit alpha type 6	0.581	0.54280438	0.54999698	0.6312415	0.50293652	0.52254825	0.479	0.57193867	0.83943329	0.87247992	0.746	0.77956766	0.9198291	0.715	0.847701637	0.93449681	0.99410829	0.993	1.02563254	1.262	1.59590694	1.30012259	1.66719172	1.4066723	1.41722497	1.52	1.64669817	1.62707858	1.781	1.81525896	1.87309212	1.39581137	1.32733368	1.22495146	1.2166831	0.98242803	0.7535583	0.61923327	0.51406908	0.61651812	0.4843832	0.52550014	0.5304619	0.57534167	0.6055006	0.6284933
PFI0135c	opfblob0111	papain family cysteine protease, putative	0.52	0.45795486	0.48292414	0.42377937	0.33488511	0.21941952	0.263	0.27235174	0.27460531	0.4162007	0.146	0.24522825	0.28192903	0.232	0.255909928	0.29203025	0.34415657	0.656	0.72624985	0.884	0.90849646	1.04571015	1.90085122	1.5402222	1.49345516	1.922	2.22915831	2.42672265	2.464	2.39752595	2.15447798	2.09083826	1.35234143	1.41564317	1.27265645	0.97968135	0.69861135	0.82245656	0.54363942	0.5330992	0.4151856	0.4925741	0.5591666	0.41030345	0.5085702	0.5250704
PFI0225w	opfblob0163	hypothetical protein	0.945	0.92404601	1.06226544	1.18152216	0.84512822	0.8586533	0.848	1.03493663	1.05417207	1.23627015	1.126	1.03641199	1.42815568	1.101	1.415922773	1.12256431	1.34703313	1.73	1.01740775	1.321	0.93357766	0.99146035	1.26031748	1.0524052	1.02295941	1.327	1.22316644	1.47199057	1.533	1.60010601	0.81320524	0.99606806	1.02531716	0.90389999	0.90932089	0.64823772	0.77710701	0.77703012	0.66192084	0.98147604	0.7308238	0.72700772	0.9495498	1.12776145	1.1241414	1.1728845
PFC0745c	opfc0751	proteasome component C8, putative	0.521	0.49979847	0.45944866	0.68437204	0.46883913	0.44518068	0.476	0.52930968	0.8407348	0.71833153	0.686	0.69567379	0.89419918	0.66	0.889792148	0.84104715	0.79901313	1.019	0.86853888	1.185	1.30607981	1.03822741	1.39654366	1.1499686	1.25410885	1.576	1.58845221	1.63156089	1.726	1.84459784	1.9837706	1.68780492	1.44563953	1.36931696	1.4258466	1.05292848	0.93279009	0.78300727	0.55387531	0.59957367	0.5802886	0.50837861	0.5660557	0.52835163	0.6092771	0.5443912
MAL6P1.153	opff72457	4-methyl-5(B-hydroxyethyl)-thiazol monophosphate biosynthesis enzyme	0.466	0.47771436	0.55670422	0.75900783	0.67220571	0.93602087	1.004	1.329787	2.09012381	1.84515639	1.753	1.90374566	2.20986803	1.501	1.933635215	1.68326234	1.52787982	1.775	1.48046396	1.77	1.87923146	1.32257079	2.01362122	1.4458576	1.38115907	1.578	1.21151719	1.05961812	1.015	0.70338461	0.85635108	0.54450625	0.44917742	0.34152122	0.35449767	0.28017053	0.27081003	0.24028164	0.2388374	0.29326972	0.2634365	0.31082215	0.3834941	0.62003957	0.524935	0.6125821
MAL7P1.26	opfg0038	O-sialoglycoprotein endopeptidase, putative	1.593	1.71442498	2.10273219	2.48322059	2.09942511	2.47703085	1.741	1.82357247	2.70440696	2.09487671	3.306	1.76048065	2.13155432	2.335	2.389053992	1.64588253	1.50047871	3.517	4.47264641	1.867	1.24477025	1.07657636	1.19265554		0.99263124	1.044	0.78632126	0.87225752	0.629	0.53412091	0.48867354	0.36848763	0.30682569	0.22193492	0.32307405	0.26368991	0.15306654	0.38014704	0.20016849	0.29978684	0.6154945	0.53340242	1.00007	1.0395118	0.9479043	1.1467446
MAL8P1.99	opfh0025	hypothetical protein	0.398	0.28360657	0.28338258	0.29601304	0.2131087	0.17502829	0.232	0.23327518	0.30974439	0.2605108	0.274	0.32008739	0.48269666	0.476	0.753419039	0.65531587	0.81326166	1.13	1.25181452	1.564	1.59126228	1.53676363	2.12548891	1.6017991	1.79099857	1.82	1.84057414	1.84940107	1.75	1.6775911	1.37410118	1.18442453	1.01473693	0.87373408	0.74140094	0.64457536	0.52853746	0.50447187	0.33664702	0.41970156		0.33321187	0.3674195	0.38508926	0.4191927	0.4375586
PFI1625c	opfi17662	organelle processing peptidase, putative	0.502	0.57999869	0.62377705	0.70334722	0.68438334	0.53903644	0.572	0.70219383	0.92923314	0.91255854	0.946	0.80538122	1.00810988	1.007	1.095193508	1.08985693	1.24619744	1.391	1.60136858	1.826	1.59219115	1.71634894	2.28968218	1.689766	1.66312873	1.679	1.73157104	1.55894738	1.581	1.23449643	1.42850242	1.05364429	0.84545385	0.79939665	0.8121041	0.56858138	0.4801318	0.41720543	0.33664702	0.43794945	0.348416	0.44252644	0.4719045	0.43322541	0.5261939	0.5125687
PFI1545c	opfi17682	proteosome precursor, putative	0.644	0.54745365	0.53742079	0.69575717	0.38724894	0.40459441	0.504	0.63943455	0.96957802	0.77999088	0.72	0.64275614	0.8899275	0.744	0.848543486	0.82586157	0.88998445	0.839	0.8397521	1.114	1.18531853	1.21126526	1.51292236	1.2731224	1.43607759	1.697	1.41038581	1.54101816	1.73	1.41504435	2.49776894	1.68698246	1.62838831	1.10859731	0.96725819	1.11427304	0.71300227	0.62879673	0.47540019	0.65562079	0.5268729	0.53340242	0.5442402	0.59253321	0.5966887	0.6159917
PFI0135c	opfi17688	papain family cysteine protease, putative	0.58	0.30336605	0.55251217	0.28336292	0.21189093	0.26761573	0.216	0.1965669	0.39563988	0.2111833	0.121	0.18327586	0.257723	0.118	0.146474762	0.12966143	0.30141101	0.434	0.52391978	0.754	0.83325291	0.90353846	1.84852586	1.7257526	1.72624393	1.693	2.36811672	2.06455196	1.827	2.37420507	2.15260221	1.86300109	1.41389895	1.58586509	1.44548634	1.05201295	0.66328837	0.82843371	0.56183656	0.50963761	0.4637453	0.43594123	0.5258692	0.39655024	0.4229692	0.5012036
PFI0215c	opfi17697	signal peptidase, putative	0.489	0.40913734	0.31608057	0.36558876	0.22406858	0.17122334	0.146	0.14801725	0.20693007	0.19114401	0.148	0.22457744	0.32891721	0.239	0.332514564	0.39248865	0.42307145	0.575	0.55764142	0.641	0.86019196	0.60610032	1.21069873	1.1171809	1.17787875	1.557	1.60675806	2.08875639	2.196	2.47802013	2.35426202	2.15252707	1.88712224	1.67744022	1.33157568	1.09779241	0.89615879	0.81767482	0.63803707	0.72470207	0.4540334	0.49915931	0.4822381	0.49855307	0.5778062	0.535299
PFL1465c	opfl0038	heat shock protein hslv, putative	0.724	0.52420723	0.43597318	0.38329894	0.31905416	0.31200697	0.255	0.25695794	0.23035612	0.23738853	0.132	0.23103083	0.26626632	0.194	0.256751751	0.48827459	0.39567044	0.35	0.58560577	0.501	0.70041549	0.78662096	1.46601	0.8516805	0.85164651	0.811	1.10501017	1.63156089	1.549	1.54744607	2.06068277	1.77992682	2.187215	2.61581548	2.23304064	2.6652825	2.74996462	2.40401164	1.94709357	1.55758816	0.8182313	0.94168571	0.7141717	1.00169054	0.7477492	0.8251106
PFL1925w	opfl0051	cell division protein FtsH, putative	0.412	0.39518948	0.41417453	0.21125717	0.26303703	0.2168829	0.182	0.29721862	0.20953296	0.35916576	0.271	0.44915489	0.62081341	0.632	0.601051615	0.69620013	0.87025579	0.994	1.27319902	1.072	1.05155213	1.64339235	1.48675968	1.8529048	1.8377204	1.464	1.50857189	1.5670156	1.596	1.38495297	1.67237019	1.19593971	1.54567045	1.39517338	1.10179052	0.82860892	0.41471874	0.64553277	0.37076665	0.38450918	0.352058	0.50969563	0.3915314	0.18108365	0.2996032	0.3159514
PFL1470c	opfl0136	hypothetical protein	1.535	1.60981596	2.02727537	2.35545419	1.49663192	1.49535048	2.343	1.776207	2.21245996	2.23361032	2.386	1.48427622	1.69157414	1.863	2.02960151	1.40875389	1.48732627	1.847	1.53063523	1.756	1.33023209	1.18039905	1.22332891	1.0420091	0.88033525	1.093	0.76135871	0.63379865	0.647		0.49430124	0.54615127	0.57229245	0.6582633	0.70310343	0.55759433	0.64366443	1.02448436	0.83024435	1.21348494	1.213993	1.09182864	1.2825237	1.31915998	1.2802372	1.8320638
PF13_0096	opfm60498	Ubiquitin Carboxyl-terminal Hydrolase-like zinc finger protein	0.804	0.86011829	1.0463357	1.21314746	1.18975543	1.14656216	1.094	1.18532219	1.29884414	1.18540119	1.381	1.08803902	1.05082636	1.128	1.345210824	1.08284815	1.16070638	1.181	1.22056029	1.065	1.18531853	1.0971538	0.74608634	1.2435335	1.14427191	1.033	1.09419314	1.10175177	1.031	1.05921446	1.61327919	1.02321111	1.03012634	1.06011637	1.22453902	0.89910937	0.85429443	0.68259108	0.44128056	0.46401788	0.5936426	0.6585215	0.7245053	0.59024097	0.733902	0.8455679
PF13_0118	opfm60503	hypothetical protein	0.337	0.35334588	0.30685806	0.46931981	0.35315155	0.35766653	0.443	0.67969521	0.8303232	1.012755	0.994	0.92928604	1.18751924	0.994	1.208837715	1.07116695	1.22098852	1.288	1.53228027	1.706	1.59219115	1.40488066	2.13090191	1.7825314	1.72296526	1.437	1.41454624	1.52219243	1.368	1.16453407	0.8835517	0.75342558	0.70983494	0.50420167	0.52143565	0.38729458		0.35384758	0.11145746	0.24113289	0.2488686	0.23311661	0.3961242	0.38967366	0.3512155	0.4455143
PF14_0439	opfn0263	leucine aminopeptidase, putative	0.408	0.41959824	0.45190297	0.71220235	0.61497081	0.93855755	1.031	1.26821177	2.22547442	1.95768465	1.672	1.68304023	2.32662638	1.638	1.942895246	1.66223616	1.72297491	1.862	1.56600196	1.868	1.81977974	1.2907692	1.60223618	1.3123077	1.21804295	1.556	1.1357974	1.13940323	1	0.81171335	0.75223829	0.64978845	0.50207841	0.45248867	0.38493929	0.36623601	0.33099002	0.33830696	0.25703454	0.4353426	0.3981897	0.34506526	0.7095789	0.90427208	0.9869282	0.9864959
PF14_0015	opfn0267	aminopeptidase, putative	0.68	0.44633165	0.56676516	0.70208222	0.53338062	0.44518068	1.031	1.37241599	2.41027984	2.22127842	2.028	2.01990645	2.36079966	2.349	2.299822283	2.56052113	1.94108687	1.813	1.28389127	0.89	0.79888239	0.62667782	0.57196944	0.5014119	0.421315	0.521	0.43351683	0.47602134	0.478	0.45738805	0.54495067	0.52558836	0.42801701	0.44386985	0.46840827	0.2838329	0.37416266	0.49610386	0.46402696	0.63606946	0.8522231	0.86529726	1.5362729	1.89106332	1.776219	1.9104834
PF14_0281	opfn0274	aspartyl protease, putative	1.223	0.98913603	0.87949211	0.8981592	0.76840906	0.73943115	0.641	0.83008071	0.80038992	1.012755	0.6	0.66340695	0.6663777	0.517	0.657452844	0.63078537	0.6663923	0.457	0.5354345	0.561	0.69019719	0.55746265	0.55573056	0.3574659	0.5426275	0.614	0.80046674	1.03362068	1.306	1.4060169	1.46602051	1.73797835	1.78805309	2.24843768	2.4952314	2.60760037	2.45298938	2.37053972	1.54448196	1.73094302	1.044034	1.03387879	1.2882647	1.08650187	1.1568712	1.20698
PF11_0165	z_1_100	falcipain 2 precursor	0.645	0.50328542	0.40914408	0.68816711	0.44083055	0.52001161	0.492	0.65246004	1.19212546	1.52452771	1.402	1.81081702	2.25116056	2.303	3.046506736	2.96001852	3.47992695	3.169	3.90020024	3.503	3.40361054	2.26071683	2.08308745	1.5050354	0.94836856	0.903	0.69978434	0.44912745	0.345	0.32799538	0.32546969	0.28294586	0.25488653	0.243482	0.27986658	0.26277433	0.2616522	0.32276638	0.33437237	0.5474368	0.8121614	0.71910548	0.8496577	0.69109768	0.7817378	0.8001073
